受管系统名称               产品代码 版本      状态
S824016P2:N25_AIXEXT00           N2   06.00.03.XX Y 
S824016P2:KUX                    UX   06.23.01.00 Y 
S824016P2:N54_ARCHIVE00          N5   06.00.01.XX Y 
S824016P2:M03_APPMONEXT00        M0   06.00.00.XX Y 
S824016P2:P40_VCSEXT00           P4   06.00.00.XX Y 
RZ:RZ-ifs-S824016P2:RDB          RZ   06.31.02.XX N 
ifs:S824016P2:RZ                 RZ   06.31.02.02 N 
odm:P740093P1:RZ                 RZ   06.31.02.02 Y 
RZ:RZ-odm-P740093P1:RDB          RZ   06.31.02.XX Y 
IFS-APP-P01:LZ                   LZ   06.23.01.00 Y 
IFS-APP-P01:KUL                  UL   06.23.05.00 Y 
IFS-APP-P01:UA                   UM   06.23.01.00 Y 
IFS-APP-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
IFS-APP-P01:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
IFS-APP-P01:M03_APPMONEXT00      M0   06.00.00.XX Y 
IFS-APP-P01:P40_VCSEXT00         P4   06.00.00.XX Y 
ODM-APP-P03:LZ                   LZ   06.23.05.00 Y 
ODM-APP-P02:LZ                   LZ   06.23.05.00 Y 
IFS-APP-P03:LZ                   LZ   06.23.01.00 Y 
IFS-APP-P04:LZ                   LZ   06.23.01.00 Y 
ODM-APP-P01:LZ                   LZ   06.23.05.00 Y 
ODM-APP-P03:KUL                  UL   06.23.05.00 Y 
ODM-APP-P02:KUL                  UL   06.23.05.00 Y 
IFS-APP-P04:KUL                  UL   06.23.05.00 Y 
IFS-APP-P02:KUL                  UL   06.23.05.00 Y 
ODM-APP-P01:KUL                  UL   06.23.05.00 Y 
ODM-APP-P03:UA                   UM   06.23.01.00 Y 
ODM-APP-P03ASFSdp:UAGENT00       UA   06.00.00.00 Y 
ODM-APP-P02:UA                   UM   06.23.01.00 Y 
ODM-APP-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
IFS-APP-P03:UA                   UM   06.23.01.00 Y 
IFS-APP-P03ASFSdp:UAGENT00       UA   06.00.00.00 Y 
IFS-APP-P04:UA                   UM   06.23.01.00 Y 
IFS-APP-P04ASFSdp:UAGENT00       UA   06.00.00.00 Y 
IFS-APP-P02:UA                   UM   06.23.01.00 Y 
IFS-APP-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
ODM-APP-P01:UA                   UM   06.23.01.00 Y 
ODM-APP-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
ODM-APP-P03:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
ODM-APP-P02:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
IFS-APP-P03:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
IFS-APP-P04:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
ODM-APP-P03:M03_APPMONEXT00      M0   06.00.00.XX Y 
ODM-APP-P02:M03_APPMONEXT00      M0   06.00.00.XX Y 
IFS-APP-P02:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
IFS-APP-P03:M03_APPMONEXT00      M0   06.00.00.XX Y 
IFS-APP-P04:M03_APPMONEXT00      M0   06.00.00.XX Y 
ODM-APP-P01:R23CHECK_MONITOR00   R2   06.00.00.XX Y 
IFS-APP-P02:M03_APPMONEXT00      M0   06.00.00.XX Y 
ODM-APP-P01:M03_APPMONEXT00      M0   06.00.00.XX Y 
ODM-APP-P03:P40_VCSEXT00         P4   06.00.00.XX Y 
ODM-APP-P02:P40_VCSEXT00         P4   06.00.00.XX Y 
IFS-APP-P03:P40_VCSEXT00         P4   06.00.00.XX Y 
IFS-APP-P04:P40_VCSEXT00         P4   06.00.00.XX Y 
IFS-APP-P02:P40_VCSEXT00         P4   06.00.00.XX Y 
ODM-APP-P01:P40_VCSEXT00         P4   06.00.00.XX Y 
P740058P1:UA                     UM   06.23.01.00 Y 
P740058P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740058P1:N25_AIXEXT00           N2   06.00.03.XX Y 
P740058P1:KUX                    UX   06.23.01.00 Y 
P740058P1:N54_ARCHIVE00          N5   06.00.01.XX Y 
P740058P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740060P1:UA                     UM   06.23.01.00 Y 
P740060P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740060P1:N25_AIXEXT00           N2   06.00.03.XX Y 
P740060P1:KUX                    UX   06.23.01.00 Y 
P740058P1:P40_VCSEXT00           P4   06.00.00.XX Y 
P740060P1:N54_ARCHIVE00          N5   06.00.01.XX Y 
P740060P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740060P1:P40_VCSEXT00           P4   06.00.00.XX Y 
RZ:RZ-odm-P740060P1:RDB          RZ   06.31.02.XX N 
odm:P740060P1:RZ                 RZ   06.31.02.02 N 
Robot11:KUL                      UL   06.23.05.00 Y 
FSS-APP-P01:KUL                  UL   06.23.05.00 Y 
bl660235:KUL                     UL   06.23.05.00 Y 
AMCA-DBS-SC-01:KUL               UL   06.23.05.00 Y 
B590018:KUL                      UL   06.23.05.00 Y 
RZ:ISP-ISP-ISP-DA-P01:RDB        RZ   06.31.02.XX Y 
RZ:MSMPMA-MSMPMA-P750039P1:RDB   RZ   06.31.02.XX N 
MSMPMA:P750039P1:RZ              RZ   06.31.02.02 N 
MSMPMO:P750037P1:RZ              RZ   06.31.02.02 N 
RZ:MSMPML-MSMPML-P750037P1:RDB   RZ   06.31.02.XX N 
RZ:RZ-MSMPMO-P780017P1:RDB       RZ   06.31.02.XX N 
MSMPMO:P780017P1:RZ              RZ   06.31.02.02 N 
MSMPML:P750037P1:RZ              RZ   06.31.02.02 Y 
MSMPMA:P750040P1:RZ              RZ   06.31.02.02 Y 
MSMPML:P750038P1:RZ              RZ   06.31.02.02 Y 
MSMPMO:P780018P1:RZ              RZ   06.31.02.02 Y 
RZ:MSMPMA-MSMPMA-P750040P1:RDB   RZ   06.31.02.XX Y 
RZ:RZ-MSMPMO-P780018P1:RDB       RZ   06.31.02.XX Y 
MSMPMO:P750038P1:RZ              RZ   06.31.02.02 Y 
RZ:rz-golddb-S824002P1:RDB       RZ   06.31.02.XX N 
golddb:S824002P1:RZ              RZ   06.31.02.02 N 
golddb:S824005P1:RZ              RZ   06.31.02.02 Y 
RZ:rz-golddb-S824005P1:RDB       RZ   06.31.02.XX Y 
NF5280112:LZ                     LZ   06.23.01.00 Y 
NF5280105:LZ                     LZ   06.23.01.00 Y 
NF5280108:LZ                     LZ   06.23.01.00 Y 
NF5280110:LZ                     LZ   06.23.01.00 Y 
NF5280109:LZ                     LZ   06.23.01.00 Y 
NF5280105:KUL                    UL   06.23.05.00 Y 
NF5280111:LZ                     LZ   06.23.01.00 Y 
NF5280107:LZ                     LZ   06.23.01.00 Y 
NF5280108:KUL                    UL   06.23.05.00 Y 
NF5280110:KUL                    UL   06.23.05.00 Y 
NF5280112:UA                     UM   06.23.01.00 Y 
NF5280112ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280109:KUL                    UL   06.23.05.00 Y 
NF5280111:KUL                    UL   06.23.05.00 Y 
NF5280107:KUL                    UL   06.23.05.00 Y 
NF5280105:UA                     UM   06.23.01.00 Y 
NF5280105ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280108:UA                     UM   06.23.01.00 Y 
NF5280108ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280110:UA                     UM   06.23.01.00 Y 
NF5280110ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280112:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280106:LZ                     LZ   06.23.01.00 Y 
NF5280109:UA                     UM   06.23.01.00 Y 
NF5280109ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280111:UA                     UM   06.23.01.00 Y 
NF5280111ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280107:UA                     UM   06.23.01.00 Y 
NF5280107ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280105:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280106:KUL                    UL   06.23.05.00 Y 
NF5280108:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280110:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280112:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280109:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280111:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280107:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280106:UA                     UM   06.23.01.00 Y 
NF5280106ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280105:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280108:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280110:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280145:LZ                     LZ   06.23.01.00 Y 
NF5280137:LZ                     LZ   06.23.01.00 Y 
NF5280143:LZ                     LZ   06.23.01.00 Y 
NF5280109:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280111:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280139:LZ                     LZ   06.23.01.00 Y 
NF5280106:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280107:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280138:LZ                     LZ   06.23.01.00 Y 
NF5280145:KUL                    UL   06.23.05.00 Y 
NF5280137:KUL                    UL   06.23.05.00 Y 
NF5280143:KUL                    UL   06.23.05.00 Y 
NF5280140:LZ                     LZ   06.23.01.00 Y 
NF5280144:KUL                    UL   06.23.05.00 Y 
NF5280139:KUL                    UL   06.23.05.00 Y 
NF5280142:LZ                     LZ   06.23.01.00 Y 
NF5280138:KUL                    UL   06.23.05.00 Y 
NF5280146:LZ                     LZ   06.23.01.00 Y 
NF5280141:LZ                     LZ   06.23.01.00 Y 
NF5280140:KUL                    UL   06.23.05.00 Y 
NF5280106:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280145:UA                     UM   06.23.01.00 Y 
NF5280137:UA                     UM   06.23.01.00 Y 
NF5280145ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280137ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280143:UA                     UM   06.23.01.00 Y 
NF5280143ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280137:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280144:UA                     UM   06.23.01.00 Y 
NF5280144ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280142:KUL                    UL   06.23.05.00 Y 
NF5280139:UA                     UM   06.23.01.00 Y 
NF5280139ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280146:KUL                    UL   06.23.05.00 Y 
NF5280139:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280141:KUL                    UL   06.23.05.00 Y 
NF5280138:UA                     UM   06.23.01.00 Y 
NF5280138ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280140:UA                     UM   06.23.01.00 Y 
NF5280140ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280145:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280143:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280137:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280142:UA                     UM   06.23.01.00 Y 
NF5280144:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280142ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280146:UA                     UM   06.23.01.00 Y 
NF5280146ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280139:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280141:UA                     UM   06.23.01.00 Y 
NF5280141ASFSdp:UAGENT00         UA   06.00.00.00 Y 
NF5280138:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280140:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280142:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280145:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280143:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280146:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280144:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280141:M03_APPMONEXT00        M0   06.00.00.XX Y 
NF5280138:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280140:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280142:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280146:P40_VCSEXT00           P4   06.00.00.XX Y 
NF5280141:P40_VCSEXT00           P4   06.00.00.XX Y 
RZ:ebisdb2-ebisdb2-s824017p:RDB  RZ   06.31.02.XX N 
ebisdb2:s824017p1:RZ             RZ   06.31.02.02 N 
RZ:ebisdb1-ebisdb1-s824013p:RDB  RZ   06.31.02.XX N 
ebisdb1:s824013p1:RZ             RZ   06.31.02.02 N 
ebisdb1:s824012p1:RZ             RZ   06.31.02.02 Y 
RZ:ebisdb1-ebisdb1-s824012p:RDB  RZ   06.31.02.XX Y 
ebisdb2:s824016p1:RZ             RZ   06.31.02.02 Y 
RZ:ebisdb2-ebisdb2-s824016p:RDB  RZ   06.31.02.XX Y 
QMUCAEB:P750053P1:MQ             MQ   07.10.01.00 Y 
s824017p1:UA                     UM   06.23.01.00 Y 
s824017p1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
s824017p1:N25_AIXEXT00           N2   06.00.01.XX Y 
EBISDB2:s824017p1:UA             UM   06.23.01.00 Y 
EBISDB2_s824017p1ASFSdp:UAGENT00 UA   06.00.00.00 Y 
BISDB2_s824017p1:N98_ORACLEASM00 N9   06.00.00.XX Y 
s824017p1:N54_ARCHIVE00          N5   06.00.00.XX Y 
s824017p1:KUX                    UX   06.23.01.00 Y 
s824017p1:P34_EBIS00             P3   06.00.00.XX Y 
s824017p1:M03_APPMONEXT00        M0   06.00.00.XX Y 
s824017p1:P40_VCSEXT00           P4   06.00.00.XX Y 
QMUCAEB:P750050P1:MQ             MQ   07.10.01.00 N 
P750050P1:UA                     UM   06.23.01.00 Y 
P750050P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P750050P1:P16_EBIS00             P1   06.00.00.XX Y 
P750050P1:N25_AIXEXT00           N2   06.00.03.XX Y 
P750050P1:KUX                    UX   06.23.01.00 Y 
P750016P2:UA                     UM   06.23.01.00 Y 
P750016P2ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P750016P2:P16_EBIS00             P1   06.00.00.XX Y 
P750050P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P750016P2:N25_AIXEXT00           N2   06.00.03.XX Y 
P750016P2:KUX                    UX   06.23.01.00 Y 
P750016P2:M03_APPMONEXT00        M0   06.00.00.XX Y 
P750050P1:P40_VCSEXT00           P4   06.00.00.XX Y 
P750016P2:P40_VCSEXT00           P4   06.00.00.XX Y 
GY-SUMP:LZ                       LZ   06.23.01.00 Y 
GY-SUMP:UA                       UM   06.23.01.00 Y 
GY-SUMPASFSdp:UAGENT00           UA   06.00.00.00 Y 
QM_HGJM_CEB:P750044P1:MQ         MQ   07.10.01.00 N 
QM_MTPS_0003030000_0:P750044P:MQ MQ   07.10.01.00 N 
QM_PICP_303100000006:P750044P:MQ MQ   07.10.01.00 N 
QM_RM_BK093:P750044P1:MQ         MQ   07.10.01.00 N 
QMEMBFE:P750044P1:MQ             MQ   07.10.01.00 N 
QMJGQZ:P750044P1:MQ              MQ   07.10.01.00 N 
QMSWIFT:P750044P1:MQ             MQ   07.10.01.00 N 
QM_BANK0007:P750044P1:MQ         MQ   07.10.01.00 N 
QM_BK003:P750044P1:MQ            MQ   07.10.01.00 N 
QM_CEB:P750044P1:MQ              MQ   07.10.01.00 N 
QM_CEBZM00:P750044P1:MQ          MQ   07.10.01.00 N 
QM_CRC_10003030007_0:P750044P:MQ MQ   07.10.01.00 N 
RZ:ebppdb-ebppdb-P7401P1:RDB     RZ   06.31.02.XX N 
ebppdb:P7401P1:RZ                RZ   06.31.02.02 N 
ebppdb:P7402P1:RZ                RZ   06.31.02.02 Y 
RZ:ebppdb-ebppdb-P7402P1:RDB     RZ   06.31.02.XX Y 
QM_CRC_B10711000H000:P750044P:MQ MQ   07.10.01.00 N 
RZ:ebisdb-ebisdb-P750044P1:RDB   RZ   06.31.02.XX N 
ebisdb:P750044P1:RZ              RZ   06.31.02.02 N 
P74014P2:UA                      UM   06.23.01.00 Y 
P74014P2ASFSdp:UAGENT00          UA   06.00.00.00 Y 
P74014P2:N25_AIXEXT00            N2   06.00.05.XX Y 
EBISAPP:P74014P2:UA              UM   06.23.01.00 Y 
EBISAPP_P74014P2ASFSdp:UAGENT00  UA   06.00.00.00 Y 
EBISAPP_P74014P2:N22_EBIS00      N2   06.00.01.XX Y 
P74014P2:M03_APPMONEXT00         M0   06.00.00.XX Y 
P74014P2:KUX                     UX   06.23.01.00 Y 
P74014P2:P40_VCSEXT00            P4   06.00.00.XX Y 
P750042P1:UA                     UM   06.23.01.00 Y 
P750042P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P750042P1:N25_AIXEXT00           N2   06.00.05.XX Y 
P750042P1:M01_TUXEDO00           M0   06.00.00.XX Y 
EBISAPP:P750042P1:UA             UM   06.23.01.00 Y 
EBISAPP_P750042P1ASFSdp:UAGENT00 UA   06.00.00.00 Y 
EBISAPP_P750042P1:N76_EBIS00     N7   06.00.02.XX Y 
P750042P1:P04_PBMONEXT00         P0   06.00.02.XX Y 
P750042P1:M02_GOLDENGATEEXT00    M0   06.00.00.XX Y 
P750044P1:UA                     UM   06.23.01.00 Y 
P750042P1:KUX                    UX   06.23.01.00 Y 
P750044P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P750044P1:N25_AIXEXT00           N2   06.00.05.XX Y 
FDS:P750044P1:UA                 UM   06.23.01.00 Y 
FDS_P750044P1ASFSdp:UAGENT00     UA   06.00.00.00 Y 
FDS_P750044P1:N10_FDS00          N1   06.00.01.XX Y 
P750044P1:M01_TUXEDO00           M0   06.00.00.XX Y 
P750042P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P750042P1:P40_VCSEXT00           P4   06.00.00.XX Y 
EBISAPP:P750044P1:UA             UM   06.23.01.00 Y 
EBISAPP_P750044P1ASFSdp:UAGENT00 UA   06.00.00.00 Y 
EBISAPP_P750044P1:N76_EBIS00     N7   06.00.02.XX Y 
P750044P1:P04_PBMONEXT00         P0   06.00.02.XX Y 
P750044P1:M02_GOLDENGATEEXT00    M0   06.00.00.XX Y 
P750044P1:KUX                    UX   06.23.01.00 Y 
P750044P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P750044P1:P40_VCSEXT00           P4   06.00.00.XX Y 
P740108P1:UA                     UM   06.23.01.00 Y 
P740108P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740108P1:N25_AIXEXT00           N2   06.00.05.XX Y 
P740108P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740108P1:KUX                    UX   06.23.01.00 Y 
P740108P1:P40_VCSEXT00           P4   06.00.00.XX Y 
RZ:RZ-cnapsdb-P750011P1:RDB      RZ   06.31.02.XX N 
cnapsdb:P750011P1:RZ             RZ   06.31.02.02 N 
QM_CEB_CNAPS:P750011P1:MQ        MQ   07.10.01.00 N 
ITUMP:GYITUMP01:RZ               RZ   06.31.00.00 Y 
RZ:ITUMP-ITUMP-GYITUMP01:RDB     RZ   06.31.00.XX Y 
GYITUMP01:KUL                    UL   06.23.01.00 Y 
cnapsdb:P750012P1:RZ             RZ   06.31.02.02 Y 
RZ:RZ-cnapsdb-P750012P1:RDB      RZ   06.31.02.XX Y 
QM_CEB_CNAPS:P750012P1:MQ        MQ   07.10.01.00 Y 
RZ:atmp1-atmp1-P740070P2:RDB     RZ   06.31.02.XX N 
atmp1:P740070P2:RZ               RZ   06.31.02.02 N 
RZ:atmp2-atmp2-P740036P1:RDB     RZ   06.31.02.XX N 
atmp2:P740036P1:RZ               RZ   06.31.02.02 N 
RZ:atmpw-atmpw-BL685481:RDB      RZ   06.31.02.XX N 
atmpw:BL685481:RZ                RZ   06.31.02.02 N 
atmpw:BL685661:RZ                RZ   06.31.02.02 Y 
atmp2:P740069P1:RZ               RZ   06.31.02.02 Y 
RZ:atmp2-atmp2-P740069P1:RDB     RZ   06.31.02.XX Y 
atmp1:P740067P1:RZ               RZ   06.31.02.02 Y 
RZ:atmp1-atmp1-P740067P1:RDB     RZ   06.31.02.XX Y 
NEXCH-APP-P12:LZ                 LZ   06.23.01.00 Y 
NEXCH-APP-P12:KUL                UL   06.23.05.00 Y 
NEXCH-APP-P12:UA                 UM   06.23.01.00 Y 
NEXCH-APP-P12ASFSdp:UAGENT00     UA   06.00.00.00 Y 
NEXCH-APP-P12:M03_APPMONEXT00    M0   06.00.00.XX Y 
NEXCH-APP-P12:P40_VCSEXT00       P4   06.00.00.XX Y 
bl685763:LZ                      LZ   06.23.01.00 Y 
bl685763:KUL                     UL   06.23.05.00 Y 
bl685763:UA                      UM   06.23.01.00 Y 
bl685763ASFSdp:UAGENT00          UA   06.00.00.00 Y 
bl685123:LZ                      LZ   06.23.01.00 Y 
bl685763:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
bl685763:M03_APPMONEXT00         M0   06.00.00.XX Y 
bl685123:KUL                     UL   06.23.05.00 Y 
bl685763:P40_VCSEXT00            P4   06.00.00.XX Y 
bl685123:UA                      UM   06.23.01.00 Y 
bl685123ASFSdp:UAGENT00          UA   06.00.00.00 Y 
bl685123:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
bl685123:M03_APPMONEXT00         M0   06.00.00.XX Y 
bl685123:P40_VCSEXT00            P4   06.00.00.XX Y 
RZ:atmpw-atmpw-BL685661:RDB      RZ   06.31.02.XX Y 
NF5280112:KUL                    UL   06.23.05.00 Y 
BL680-030:KUL                    UL   06.23.05.00 Y 
QMUMBFEA:P740051P1:MQ            MQ   07.10.01.00 N 
QMUMBFEB:P740061P2:MQ            MQ   07.10.01.00 N 
QMUMBFEB:P740095P1:MQ            MQ   07.10.01.00 N 
RZ:RZ-rman-P740106P1:RDB         RZ   06.31.02.XX N 
rman:P740106P1:RZ                RZ   06.31.02.02 N 
rman:P740103P1:RZ                RZ   06.31.02.02 Y 
RZ:RZ-rman-P740103P1:RDB         RZ   06.31.02.XX Y 
TY202-M02:LZ                     LZ   06.23.01.00 Y 
TY202-M02:KUL                    UL   06.23.05.00 Y 
TY202-M02:UA                     UM   06.23.01.00 Y 
TY202-M02ASFSdp:UAGENT00         UA   06.00.00.00 Y 
TY202-M02:P18_MYSQLEXT00         P1   06.00.00.XX Y 
TY202-M02:M03_APPMONEXT00        M0   06.00.00.XX Y 
TY202-M02:P40_VCSEXT00           P4   06.00.00.XX Y 
TOSP-DB-P07:LZ                   LZ   06.23.01.00 Y 
TOSP-DB-P07:UA                   UM   06.23.01.00 Y 
TOSP-DB-P07ASFSdp:UAGENT00       UA   06.00.00.00 Y 
TOSP-DB-P07:N54_ARCHIVE00        N5   06.00.00.XX Y 
TOSP-DB-P07:N90_IFTPRC00         N9   06.00.00.XX Y 
TOSP-DB-P07:M03_APPMONEXT00      M0   06.00.00.XX Y 
TOSP-DB-P07:P40_VCSEXT00         P4   06.00.00.XX Y 
QMUMBFEB:P740062P2:MQ            MQ   07.10.01.00 Y 
bl660233:LZ                      LZ   06.23.01.00 Y 
bl660233:KUL                     UL   06.23.05.00 Y 
bl660233:UA                      UM   06.23.01.00 Y 
bl660233ASFSdp:UAGENT00          UA   06.00.00.00 Y 
ASMDB:bl660233:UA                UM   06.23.01.00 Y 
ASMDB_bl660233ASFSdp:UAGENT00    UA   06.00.00.00 Y 
ASMDB_bl660233:N98_ORACLEASM00   N9   06.00.00.XX Y 
bl660233:M03_APPMONEXT00         M0   06.00.00.XX Y 
bl660233:P40_VCSEXT00            P4   06.00.00.XX Y 
RZ:RZ-odm-P740058P1:RDB          RZ   06.31.02.XX N 
odm:P740058P1:RZ                 RZ   06.31.02.02 N 
RZ:RZ-ifs-S824010P1:RDB          RZ   06.31.02.XX N 
ifs:S824010P1:RZ                 RZ   06.31.02.02 N 
P740008P2:UA                     UM   06.23.01.00 Y 
P740008P2ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740014P1:UA                     UM   06.23.01.00 Y 
P740014P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740008P2:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740014P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740031P2:UA                     UM   06.23.01.00 Y 
P740031P2ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740013P1:UA                     UM   06.23.01.00 Y 
P740013P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740031P2:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740013P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740008P2:P40_VCSEXT00           P4   06.00.00.XX Y 
P740014P1:P40_VCSEXT00           P4   06.00.00.XX Y 
P740008P2:N25_AIXEXT00           N2   06.00.00.XX Y 
P740014P1:N25_AIXEXT00           N2   06.00.00.XX Y 
P740031P2:P40_VCSEXT00           P4   06.00.00.XX Y 
P740013P1:P40_VCSEXT00           P4   06.00.00.XX Y 
P740031P2:N25_AIXEXT00           N2   06.00.00.XX Y 
P740013P1:N25_AIXEXT00           N2   06.00.00.XX Y 
P740008P2:KUX                    UX   06.23.01.00 Y 
P740014P1:KUX                    UX   06.23.01.00 Y 
P740031P2:KUX                    UX   06.23.01.00 Y 
P740013P1:KUX                    UX   06.23.01.00 Y 
IFS-APP-P02:LZ                   LZ   06.23.01.00 Y 
Gsale-WEB-P01:LZ                 LZ   06.23.01.00 Y 
Gsale-WEB-P01:KUL                UL   06.23.05.00 Y 
Gsale-WEB-P01:UA                 UM   06.23.01.00 Y 
Gsale-WEB-P01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Gsale-WEB-P01:R23CHECK_MONITOR00 R2   06.00.00.XX Y 
Gsale-WEB-P01:M03_APPMONEXT00    M0   06.00.00.XX Y 
Gsale-WEB-P01:P40_VCSEXT00       P4   06.00.00.XX Y 
QMUMBFEB:P740096P1:MQ            MQ   07.10.01.00 Y 
QMUMBFEA:P740062P1:MQ            MQ   07.10.01.00 Y 
QMUMBFEA:P740052P1:MQ            MQ   07.10.01.00 Y 
QMFXPS:P750044P1:MQ              MQ   07.10.01.00 N 
Gsale-WEB-P02:LZ                 LZ   06.23.01.00 Y 
Gsale-WEB-P02:KUL                UL   06.23.05.00 Y 
Gsale-WEB-P02:UA                 UM   06.23.01.00 Y 
Gsale-WEB-P02ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Gsale-WEB-P02:R23CHECK_MONITOR00 R2   06.00.00.XX Y 
Gsale-WEB-P02:M03_APPMONEXT00    M0   06.00.00.XX Y 
Gsale-WEB-P02:P40_VCSEXT00       P4   06.00.00.XX Y 
QMUMBFEA:P740061P1:MQ            MQ   07.10.01.00 N 
BL685690:LZ                      LZ   06.23.01.00 Y 
BL685690:UA                      UM   06.23.01.00 Y 
BL685690ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685690:M03_APPMONEXT00         M0   06.00.00.XX Y 
BL685690:P40_VCSEXT00            P4   06.00.00.XX Y 
s824013p1:UA                     UM   06.23.01.00 Y 
s824013p1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
s824013p1:N25_AIXEXT00           N2   06.00.01.XX Y 
EBISDB2:s824013p1:UA             UM   06.23.01.00 Y 
EBISDB2_s824013p1ASFSdp:UAGENT00 UA   06.00.00.00 Y 
BISDB2_s824013p1:N98_ORACLEASM00 N9   06.00.00.XX Y 
s824013p1:N54_ARCHIVE00          N5   06.00.00.XX Y 
